Review,Label,sentiment,sentiment label,srl label
the stereo tuner on this model is flawless has decent editing capabilities & excellent video quality,"{'PRED': [13], 'PROD1': [1], 'ASP': [14], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 2 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
the ur-10 is as good  or better  than previous earbuds and other non-bass headphones i've gotten  although they'll never replace higher quality bass noise-blocking headphones,"{'PRED': [], 'PROD1': [1], 'ASP': [23], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
it also comes with the adapter case which was a plus because the shoreline one did not include it and was more expensive,"{'PRED': [21], 'PROD1': [5], 'ASP': [22], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0]]
this reader was easy to use and had a pretty good reading speed  working flawlessly,"{'PRED': [9, 10, 11], 'PROD1': [1], 'ASP': [12], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 2 0 0 0 0 0 0 0 0 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
logitech has many price points for their headsets and in my experience all were complete junk  same goes for plantronics,"{'PRED': [2], 'PROD1': [1], 'ASP': [3], 'PROD2': []}",NEGATIVE,"[0, 0, 1]",[[2 2 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
other wise the canon has the edge on better resolutionhp=4800x1200 versus canon's 9600x2400,"{'PRED': [8], 'PROD1': [3], 'ASP': [9], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 0 0 2 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
better installation pictures on amazon would have helped the buyer make this purchase or buy a slightly smaller version  say 12 inch design,"{'PRED': [16, 17], 'PROD1': [4], 'ASP': [18], 'PROD2': []}",NEGATIVE,"[0, 0, 1]",[[0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i wish it offered ethernet protection  but that is offered in the slightly more expensive models,"{'PRED': [12, 13], 'PROD1': [4], 'ASP': [14], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 2 0 0 0 0 0 0 0 1 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
there are some better gps models available in the same price range and much better units if you have the money,"{'PRED': [8, 9], 'PROD1': [4], 'ASP': [10], 'PROD2': []}",NEGATIVE,"[0, 0, 1]",[[0 0 0 1 2 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i have had this tv for less than 3 years and the color has gone,"{'PRED': [11], 'PROD1': [4], 'ASP': [12], 'PROD2': []}",NEGATIVE,"[0, 0, 1]",[[0 0 0 0 2 0 1 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
the new battery has the additional advantage of being less expensive,"{'PRED': [8, 9], 'PROD1': [2], 'ASP': [10], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 0 2 0 0 1 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i understand that may have to do with the broadcom chip set which is more dependable  but also more expensive than some others,"{'PRED': [17, 18], 'PROD1': [10], 'ASP': [19], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0]]
otherwise  though  the lamp is gorgeous  and it was much  much less expensive than anything comparable in stores,"{'PRED': [11], 'PROD1': [3], 'ASP': [12], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 0 0 2 0 0 0 0 0 1 1 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
my compaq evo worked great  you need to adapter's for this  the range is great  and the price is even better,"{'PRED': [11], 'PROD1': [1], 'ASP': [17], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
even a still consumer film camera will have trouble with low light  sans flash  unless you have a super fast lens---if you can afford the price,"{'PRED': [24], 'PROD1': [5], 'ASP': [25], 'PROD2': []}",NEGATIVE,"[0, 0, 1]",[[0 0 0 0 0 2 0 0 0 0 1 3 0 0 0 0 0 0 0 3 0 0 0 0 0 0 3 0 0 0 0 0 0]]
i think the lower battery time contributes to the smaller size of the shuffle  but 12 hours is half a day which is fine for me,"{'PRED': [8, 9], 'PROD1': [4], 'ASP': [10], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 0 0 1 2 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i bought it because it was the cheapest ipod  but i think that the more expensive models would have been overkill anyway,"{'PRED': [14], 'PROD1': [8], 'ASP': [15], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
the only thing i can suggest to those apple people is  give us more colors update  after 2 months of use problems,"{'PRED': [13], 'PROD1': [8], 'ASP': [14], 'PROD2': []}",NEGATIVE,"[0, 0, 1]",[[0 0 0 0 0 0 0 0 2 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
the price of kds-r60xbr2 is about twice as much as the similar size 1080p tvs from other makers,"{'PRED': [8, 9, 10, 11], 'PROD1': [3], 'ASP': [12], 'PROD2': []}",NEGATIVE,"[0, 0, 1]",[[0 0 0 2 0 0 0 1 0 1 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
asked the same friend to look at it again  he said the thing that connected the clicker to the sensor was too short after taking the thing apart,"{'PRED': [20, 21, 22], 'PROD1': [19], 'ASP': [23], 'PROD2': []}",NEGATIVE,"[0, 0, 1]",[[0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 3 0 0 0 0 0 0 0 0 0]]
amazon is still a better price,"{'PRED': [2, 3, 4], 'PROD1': [1], 'ASP': [5], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[2 2 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
patriot brand sd rivals the sandisk and is less expensive,"{'PRED': [8], 'PROD1': [5], 'ASP': [9], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 2 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
sony has a repair exchange program that makes fixing it more expensive than what you will originally pay,"{'PRED': [10], 'PROD1': [1], 'ASP': [11], 'PROD2': []}",NEGATIVE,"[0, 0, 1]",[[2 2 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
amazon has a much better price then what it's selling for in a popular discount store,"{'PRED': [3, 4], 'PROD1': [1], 'ASP': [5], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[2 2 0 1 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
sony has a set for around the same price,"{'PRED': [7], 'PROD1': [1], 'ASP': [8], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[2 2 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
after one month  one no longer works  and neither of these radios ever left the charger and was ever used in a functional situation save your money,"{'PRED': [21], 'PROD1': [15], 'ASP': [22], 'PROD2': []}",NEGATIVE,"[0, 0, 1]",[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0]]
because they want you to think a more expensive radio has a farther range so you will buy the more expensive one,"{'PRED': [17, 18, 19], 'PROD1': [9], 'ASP': [8], 'PROD2': []}",NEGATIVE,"[0, 0, 1]",[[0 0 0 0 0 0 0 1 3 2 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0]]
when you get it working as i am writing this  i am using 1 3 33 for my firmware  even though  there is a newer version out,"{'PRED': [24], 'PROD1': [18], 'ASP': [25], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 3 0 0 0 0 0 0 0]]
could not find the same cable as low priced as this was in any of my local stores and it works great,"{'PRED': [7], 'PROD1': [5], 'ASP': [8], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 1 2 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
the ipaq does have a superior display and a much wider  more useful selection of software to choose from,"{'PRED': [5], 'PROD1': [1], 'ASP': [6], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 2 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
the cable is made from far better and thicker material than their cheaper version,"{'PRED': [12], 'PROD1': [1], 'ASP': [13], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 2 0 0 0 0 1 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
this is easier to install than the equivalent pci card  but is more expensive as there is no mail in rebate,"{'PRED': [12], 'PROD1': [9], 'ASP': [13], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 0 0 0 2 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
the other thing i have noticed is that even though this monitor is larger  i still get the same resolution,"{'PRED': [17, 18], 'PROD1': [11], 'ASP': [19], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i must agree with an earlier reviewer  that this camcorder is not worth the asking price,"{'PRED': [14], 'PROD1': [9], 'ASP': [15], 'PROD2': []}",NEGATIVE,"[0, 0, 1]",[[0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
and for less than the canon name brand i think it was a good price,"{'PRED': [13], 'PROD1': [5], 'ASP': [14], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 0 1 0 0 2 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
macworld magazine rates it as slightly faster is most applications this model replaces the 1 ghz model that was also 200 bucks more expensive,"{'PRED': [22], 'PROD1': [1], 'ASP': [23], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 2 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0]]
nx pro has a much better image quality,"{'PRED': [4, 5], 'PROD1': [1], 'ASP': [6, 7], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 1 1 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
so far  2 months  the battery has been fine  not the life you would get from a name brand  but it's also a lot less expensive,"{'PRED': [24], 'PROD1': [5], 'ASP': [25], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0]]
until and unless true-sine wave models come into this price range  there is absolutely nothing lacking for this model,"{'PRED': [8], 'PROD1': [4], 'ASP': [9], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 2 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
that being said  this tv has a great presentation out of the box the ct27hl14 did need a little tweaking to get a little better display,"{'PRED': [23, 24], 'PROD1': [4], 'ASP': [25], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 3 0 0 0 0 0 0 0]]
my antique 14 00 dollar internal modem has faster speeds,"{'PRED': [8], 'PROD1': [6], 'ASP': [9], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 2 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
the computer is now much faster than before the upgrade and no problems have been experienced,"{'PRED': [3, 4], 'PROD1': [1], 'ASP': [5], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 2 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i bought it to replace a 5yr old jvc gr-dvm90 which was about the same size,"{'PRED': [14], 'PROD1': [8], 'ASP': [15], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
shame on epson for not having better quality controls in place,"{'PRED': [6, 7], 'PROD1': [2], 'ASP': [8], 'PROD2': []}",NEGATIVE,"[0, 0, 1]",[[0 0 2 0 0 0 1 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i tried one from radio shack that didn't work we at all and was more expensive than this one  i am very pleased,"{'PRED': [14], 'PROD1': [4], 'ASP': [15], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
a google search revealed that everyone seems to have the same problem just after their 1 year warranty expires,"{'PRED': [12], 'PROD1': [1], 'ASP': [13], 'PROD2': []}",NEGATIVE,"[0, 0, 1]",[[0 2 0 0 0 0 0 0 0 0 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
this is camera has a great set of features and excellent image quality in a package that is just a tad bigger than previous generation of canon's digital elf's,"{'PRED': [10], 'PROD1': [2], 'ASP': [11, 12], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 0 2 0 0 0 0 0 0 0 1 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
but the sony overall picture is much sharper and the colors are more realistic and natural,"{'PRED': [1], 'PROD1': [2], 'ASP': [10], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 0 2 0 0 0 1 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
once the pool was filled with water  i was surprised by how much more solid it seemed than our previous easy set and simple set pools had been,"{'PRED': [12, 13], 'PROD1': [2], 'ASP': [14], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 0 2 0 0 0 0 0 0 0 0 0 1 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
the s230 is capable of capturing more than 30 seconds if you use smaller resolution,"{'PRED': [13], 'PROD1': [1], 'ASP': [14], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 2 0 0 0 0 1 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
yet ironically and weirdly  that camera  which is supposed to represent an upgrade to this one  has only a lower-quality video capability,"{'PRED': [19], 'PROD1': [5], 'ASP': [20], 'PROD2': []}",NEGATIVE,"[0, 0, 1]",[[0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 3 0 0 0 0 0 0 0 0 0 0 0]]
there is a shoulder strap and a carrying handle the value of this item is much greater than the small purchase price,"{'PRED': [19, 20], 'PROD1': [4], 'ASP': [21], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0]]
the canon is better in every way  except i would prefer a manual zoom,"{'PRED': [12], 'PROD1': [1], 'ASP': [13], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 2 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
basically  the s5 is a little more vulnerable to lower light video  like in a home or on a cloudy day,"{'PRED': [5, 6, 7, 8, 9, 10], 'PROD1': [2], 'ASP': [11], 'PROD2': []}",NEGATIVE,"[0, 0, 1]",[[0 0 2 0 0 1 1 1 0 1 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
there is a thing i don't like  it is shooting with iso more than 400  there is too much noise for me,"{'PRED': [17, 18], 'PROD1': [11], 'ASP': [19], 'PROD2': []}",NEGATIVE,"[0, 0, 1]",[[0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0]]
this camera is a great value with the quality and options found on more expensive models,"{'PRED': [13], 'PROD1': [1], 'ASP': [14], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 2 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
"they have this two piece cord that you have to connect together and that adds even more weight they say its ""3 way adjustable"" as if its a perk","{'PRED': [15, 16], 'PROD1': [5], 'ASP': [17], 'PROD2': []}",NEGATIVE,"[0, 0, 1]",[[2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
one of the reasons why the panasonic is more expensive is basically the sound system,"{'PRED': [8], 'PROD1': [6], 'ASP': [9], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 2 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i am replacing a sony unit that was much more expensive and much harder to use and only lasted a year,"{'PRED': [8, 9], 'PROD1': [4], 'ASP': [10], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 2 0 0 0 1 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
every expensive camera lens should have some protection and this type of lens is the less expensive way to protect my investment,"{'PRED': [15], 'PROD1': [2], 'ASP': [1], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
it has a nice big screen  so the bigger size is worth it,"{'PRED': [8], 'PROD1': [5], 'ASP': [9], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[2 0 0 0 0 2 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i considered a canon with better resolution  but decided i was unlikely to ever need prints larger than 8 x 10,"{'PRED': [5], 'PROD1': [3], 'ASP': [6], 'PROD2': []}",NEGATIVE,"[0, 0, 1]",[[0 0 0 2 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
while the s230 has more megapixels  i wasn't willing to pay so much for images that would just end up being emailed and on webpages anyway,"{'PRED': [4], 'PROD1': [2], 'ASP': [5], 'PROD2': []}",NEGATIVE,"[0, 0, 1]",[[0 0 2 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
this camera has got it all  the ability to point and shoot  and more advanced controls when i want more emotional shots,"{'PRED': [13, 14], 'PROD1': [1], 'ASP': [15], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 2 0 0 0 0 0 0 0 0 0 0 0 1 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
1080p looks good  but keep in mind if you blow up regular cable signals to a even higher resolution the picture is really bad,"{'PRED': [16, 17], 'PROD1': [12], 'ASP': [18], 'PROD2': []}",NEGATIVE,"[0, 0, 1]",[[0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
clearly  the lg has the better picture quality of the two,"{'PRED': [5], 'PROD1': [2], 'ASP': [6, 7], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 0 2 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i was aiming at getting a screen that was big enough  but not too big  for me to not feel as though i should have gotten the bigger size,"{'PRED': [27], 'PROD1': [6], 'ASP': [28], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0]]
everything now stays in ram  and the overall experience is much faster,"{'PRED': [10], 'PROD1': [4], 'ASP': [11], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 2 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
the price for the corsair is more affordable though,"{'PRED': [6], 'PROD1': [4], 'ASP': [7], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 0 0 0 2 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
this player is much cheaper compared to all the high-end sony products  which don't offer anything extra than what this already has for a cheaper price,"{'PRED': [4], 'PROD1': [10], 'ASP': [25], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 0 0 1 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0]]
newer models from sony and sharp have newer versions of the algorithm which supposedly results in better recording quality  though i cannot comment on the accuracy of this,"{'PRED': [], 'PROD1': [3], 'ASP': [8], 'PROD2': []}",NEGATIVE,"[0, 0, 1]",[[1 0 0 2 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
it is my first mp3 player  and so far the only problem i'm having is that i think i might need one with more storage space on it,"{'PRED': [23], 'PROD1': [4], 'ASP': [24], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0]]
it is my first mp3 player  and so far the only problem i'm having is that i think i might need one with more storage space on it,"{'PRED': [23], 'PROD1': [4], 'ASP': [24, 25], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0]]
this mixer is worth for more than the price,"{'PRED': [7], 'PROD1': [1], 'ASP': [8], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 2 0 0 0 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
the bic are not better than these  however the $780 price difference is not justified,"{'PRED': [], 'PROD1': [1], 'ASP': [10], 'PROD2': []}",NEGATIVE,"[0, 0, 1]",[[0 2 0 0 1 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
this modem delivers consistently higher connection speeds than any other modems i have tried,"{'PRED': [3, 4, 5], 'PROD1': [1], 'ASP': [6], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 2 0 0 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
very useful in emergencies when your other charger goes bad or is misplaced and was more affordable than the after market chargers for the specific laptops,"{'PRED': [14, 15], 'PROD1': [7], 'ASP': [16], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i've had a couple of these microcassette players  and generally they do the work but fall apart too quickly this one  however is a bit more solid in the construction,"{'PRED': [21, 22, 23, 24, 25], 'PROD1': [6], 'ASP': [26], 'PROD2': []}",NEGATIVE,"[0, 0, 1]",[[0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 0 0 0 0 0 0]]
fan fold it vertically in four equal sections so it is now about the same size as the handspring itself and about as thick,"{'PRED': [14], 'PROD1': [1], 'ASP': [15], 'PROD2': []}",NEGATIVE,"[0, 0, 1]",[[2 2 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
my lab says the work is so much better color balanced  which make their job easier,"{'PRED': [6, 7, 8], 'PROD1': [1], 'ASP': [9], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 2 0 0 0 0 0 1 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
if macro is desired choose an extension tube or any combination of extension tubes  you get so much more choices in focus distance and magnification factor combinations  it's mind boggling,"{'PRED': [16, 17, 18, 19, 20], 'PROD1': [1], 'ASP': [21], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 3 0 0 0 0 0 0 0 0 0 0 0]]
the nikon has 7 blades and much smoother af,"{'PRED': [6, 7], 'PROD1': [1], 'ASP': [8], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 2 0 0 0 0 1 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
compared to the kit lens  28-105 is  the improvement in image quality is extremely clear,"{'PRED': [9], 'PROD1': [3], 'ASP': [10, 11], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 0 0 2 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
the lens itself is noisy and without usm  it is not as smooth in focusing as a more expensive lens,"{'PRED': [17], 'PROD1': [7], 'ASP': [18], 'PROD2': []}",NEGATIVE,"[0, 0, 1]",[[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
it is also much more solidly built  e g  the grip for adjusting the focus is rubber instead of plastic and the body is much weightier,"{'PRED': [3], 'PROD1': [10], 'ASP': [25], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[2 0 0 1 1 3 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
i really expected it to feel more solid also a 50mm on a crop sensor is too much zoom in some situations,"{'PRED': [16, 17], 'PROD1': [14], 'ASP': [18], 'PROD2': []}",POSITIVE,"[0, 1, 0]",[[0 0 0 2 0 0 1 3 0 0 0 0 0 0 2 0 1 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
